pathway,pval,padj,log2err,ES,NES,size,leadingEdge
M1,0.188259109311741,0.376518218623482,0.142901149386948,-0.829582316064713,-1.25345828531644,2,AI837181
M2c,0.38663967611336,0.38663967611336,0.0940503465727813,-0.731272294887039,-1.10491665395749,2,AI661453|AA986860
