pathway,pval,padj,log2err,ES,NES,size,leadingEdge
M1,0.201207243460765,0.402414486921529,0.137250779610133,-0.830006763853073,-1.23820271198342,2,AI837181
M2c,0.544554455445545,0.544554455445545,0.0741758965588009,0.679442776879858,0.99761792287858,2,AA986860|AI661453
