pathway,pval,padj,log2err,ES,NES,size,leadingEdge
M1,0.152963671128107,0.305927342256214,0.155241966228839,-0.873041345799034,-1.25240546598852,2,BC049715
M2c,0.425887265135699,0.425887265135699,0.0902635484340068,0.749169160059167,1.09580517904843,2,AI661453|AA986860
