"gene"
"BEND7"
"BHLHA9"
"BRCA1"
"CALB1"
"CCDC138"
"CDKL5"
"CDT1"
"CLEC2L"
"CLSTN3"
"CRYGD"
"CUTC"
"CYP4B1"
"DCPP1"
"DEFB11"
"DIS3L2"
"DMRTC1B"
"DNMT1"
"EML2"
"FBXO36"
"FBXW20"
"GM13271"
"HSD17B7"
"KCNJ12"
"KLK1B27"
"LNX2"
"NTSR1"
"NUDT22"
"OCM"
"OSBP2"
"PRR18"
"RFC2"
"RPH3AL"
"RPS6KB2"
"SERPINA3B"
"SQLE"
"TBC1D19"
"TBX2"
"TECTA"
"TEX12"
"TLR5"
"VMN2R41"
"VMN2R54"
"WDR19"
